元index,行番号,対象カラム,テキスト原文,正規化テキスト,検出通貨,為替適用,和単位セグメント,英単位セグメント,期待値_JPY,プロジェクトコスト_計画時_int_raw,プロジェクトコスト_計画時_int_num,比率_int/期待,判定,疑い理由,file,log10_int,robust_z_int,分布外れ値_flag(abs_z>3.5),プロジェクトコスト_実績_int_raw,プロジェクトコスト_実績_int_num
987,987,プロジェクトコスト_計画時,350百万円,350百万円,JPY,1.0,"[{'num': 350.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 350000000.0}]",[],350000000.0,350000000,350000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0701696_4_f.pdf,8.544068044350276,-0.5847193053302833,False,,
988,988,プロジェクトコスト_計画時,230百万円,230百万円,JPY,1.0,"[{'num': 230.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 230000000.0}]",[],230000000.0,230000000,230000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0605487_4_f.pdf,8.361727836017593,-0.8886456163360081,False,,
989,989,プロジェクトコスト_計画時,290百万円,290百万円,JPY,1.0,"[{'num': 290.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 290000000.0}]",[],290000000.0,290000000,290000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0605487_4_f.pdf,8.462397997898956,-0.7208476785760148,False,,
990,990,プロジェクトコスト_計画時,310百万円,310百万円,JPY,1.0,"[{'num': 310.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 310000000.0}]",[],310000000.0,310000000,310000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0609077_4_f.pdf,8.491361693834273,-0.6725707278189352,False,,
991,991,プロジェクトコスト_計画時,481百万円,481百万円,JPY,1.0,"[{'num': 481.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 481000000.0}]",[],481000000.0,481000000,481000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0605459_4_f.pdf,8.682145076373832,-0.3545712575613976,False,,
995,995,プロジェクトコスト_計画時,330百万円,330百万円,JPY,1.0,"[{'num': 330.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 330000000.0}]",[],330000000.0,330000000,330000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1502328_4_f.pdf,8.518513939877888,-0.6273131181506431,False,,
996,996,プロジェクトコスト_計画時,320百万円,320百万円,JPY,1.0,"[{'num': 320.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 320000000.0}]",[],320000000.0,320000000,320000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1400818_4_f.pdf,8.505149978319906,-0.6495882903349871,False,,
997,997,プロジェクトコスト_計画時,310百万円,310百万円,JPY,1.0,"[{'num': 310.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 310000000.0}]",[],310000000.0,310000000,310000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1400814_4_f.pdf,8.491361693834273,-0.6725707278189352,False,,
998,998,プロジェクトコスト_計画時,570百万円,570百万円,JPY,1.0,"[{'num': 570.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 570000000.0}]",[],570000000.0,570000000,570000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1400814_4_f.pdf,8.755874855672491,-0.23167779353385112,False,,
999,999,プロジェクトコスト_計画時,300百万円,300百万円,JPY,1.0,"[{'num': 300.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 300000000.0}]",[],300000000.0,300000000,300000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1300200_4_f.pdf,8.477121254719663,-0.6963068207343751,False,,
1000,1000,プロジェクトコスト_計画時,309百万円,309百万円,JPY,1.0,"[{'num': 309.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 309000000.0}]",[],309000000.0,309000000,309000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1300198_4_f.pdf,8.489958479424836,-0.6749096183078193,False,,
1001,1001,プロジェクトコスト_計画時,350百万円,350百万円,JPY,1.0,"[{'num': 350.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 350000000.0}]",[],350000000.0,350000000,350000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0702094_4_f.pdf,8.544068044350276,-0.5847193053302833,False,,
1002,1002,プロジェクトコスト_計画時,360百万円,360百万円,JPY,1.0,"[{'num': 360.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 360000000.0}]",[],360000000.0,360000000,360000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0702094_4_f.pdf,8.556302500767288,-0.5643268025467032,False,,
1003,1003,プロジェクトコスト_計画時,232百万円,232百万円,JPY,1.0,"[{'num': 232.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 232000000.0}]",[],232000000.0,232000000,232000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1103032_4_f.pdf,8.3654879848909,-0.8823781661320944,False,,
1004,1004,プロジェクトコスト_計画時,523百万円,523百万円,JPY,1.0,"[{'num': 523.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 523000000.0}]",[],523000000.0,523000000,523000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1103032_4_f.pdf,8.718501688867274,-0.29397172651536446,False,,
1005,1005,プロジェクトコスト_計画時,961百万円,961百万円,JPY,1.0,"[{'num': 961.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 961000000.0}]",[],961000000.0,961000000,961000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1200060_4_f.pdf,8.982723387668546,0.14643539453947482,False,,
1006,1006,プロジェクトコスト_計画時,489百万円,489百万円,JPY,1.0,"[{'num': 489.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 489000000.0}]",[],489000000.0,489000000,489000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1100557_4_f.pdf,8.68930885912362,-0.3426305995798222,False,,
1007,1007,プロジェクトコスト_計画時,330百万円,330百万円,JPY,1.0,"[{'num': 330.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 330000000.0}]",[],330000000.0,330000000,330000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1003384_4_f.pdf,8.518513939877888,-0.6273131181506431,False,,
1008,1008,プロジェクトコスト_計画時,560百万円,560百万円,JPY,1.0,"[{'num': 560.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 560000000.0}]",[],560000000.0,560000000,560000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1003384_4_f.pdf,8.7481880270062,-0.2444902691871438,False,,
1009,1009,プロジェクトコスト_計画時,303百万円,303百万円,JPY,1.0,"[{'num': 303.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 303000000.0}]",[],303000000.0,303000000,303000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1000669_4_f.pdf,8.481442628502306,-0.6891039157676369,False,,
1010,1010,プロジェクトコスト_計画時,348百万円,348百万円,JPY,1.0,"[{'num': 348.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 348000000.0}]",[],348000000.0,348000000,348000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1000669_4_f.pdf,8.54157924394658,-0.588867660388343,False,,
1011,1011,プロジェクトコスト_計画時,350百万円,350百万円,JPY,1.0,"[{'num': 350.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 350000000.0}]",[],350000000.0,350000000,350000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0901038_4_f.pdf,8.544068044350276,-0.5847193053302833,False,,
1012,1012,プロジェクトコスト_計画時,370百万円,370百万円,JPY,1.0,"[{'num': 370.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 370000000.0}]",[],370000000.0,370000000,370000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1000637_4_f.pdf,8.568201724066995,-0.5444930693598075,False,,
1013,1013,プロジェクトコスト_計画時,351百万円,351百万円,JPY,1.0,"[{'num': 351.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 351000000.0}]",[],351000000.0,351000000,351000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1100558_4_f.pdf,8.545307116465825,-0.5826540087037607,False,,
1014,1014,プロジェクトコスト_計画時,360百万円,360百万円,JPY,1.0,"[{'num': 360.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 360000000.0}]",[],360000000.0,360000000,360000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1100558_4_f.pdf,8.556302500767288,-0.5643268025467032,False,,
1015,1015,プロジェクトコスト_計画時,280百万円,280百万円,JPY,1.0,"[{'num': 280.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 280000000.0}]",[],280000000.0,280000000,280000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1000654_4_f.pdf,8.44715803134222,-0.7462497928863627,False,,
1016,1016,プロジェクトコスト_計画時,340百万円,340百万円,JPY,1.0,"[{'num': 340.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 340000000.0}]",[],340000000.0,340000000,340000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1000654_4_f.pdf,8.531478917042255,-0.6057029767678366,False,,
1017,1017,プロジェクトコスト_計画時,370百万円,370百万円,JPY,1.0,"[{'num': 370.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 370000000.0}]",[],370000000.0,370000000,370000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1000670_4_f.pdf,8.568201724066995,-0.5444930693598075,False,,
1018,1018,プロジェクトコスト_計画時,400百万円,400百万円,JPY,1.0,"[{'num': 400.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 400000000.0}]",[],400000000.0,400000000,400000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1000670_4_f.pdf,8.602059991327963,-0.4880578027789076,False,,
1019,1019,プロジェクトコスト_計画時,390百万円,390百万円,JPY,1.0,"[{'num': 390.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 390000000.0}]",[],390000000.0,390000000,390000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1000655_4_f.pdf,8.5910646070265,-0.5063850089359652,False,,
1020,1020,プロジェクトコスト_計画時,310百万円,310百万円,JPY,1.0,"[{'num': 310.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 310000000.0}]",[],310000000.0,310000000,310000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1003498_4_f.pdf,8.491361693834273,-0.6725707278189352,False,,
1021,1021,プロジェクトコスト_計画時,570百万円,570百万円,JPY,1.0,"[{'num': 570.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 570000000.0}]",[],570000000.0,570000000,570000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1003498_4_f.pdf,8.755874855672491,-0.23167779353385112,False,,
1022,1022,プロジェクトコスト_計画時,501百万円,501百万円,JPY,1.0,"[{'num': 501.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 501000000.0}]",[],501000000.0,501000000,501000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_0700976_4_f.pdf,8.699837725867246,-0.3250809891141897,False,,
1023,1023,プロジェクトコスト_計画時,232百万円,232百万円,JPY,1.0,"[{'num': 232.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 232000000.0}]",[],232000000.0,232000000,232000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0800912_4_f.pdf,8.3654879848909,-0.8823781661320944,False,,
1024,1024,プロジェクトコスト_計画時,523百万円,523百万円,JPY,1.0,"[{'num': 523.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 523000000.0}]",[],523000000.0,523000000,523000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0800912_4_f.pdf,8.718501688867274,-0.29397172651536446,False,,
1025,1025,プロジェクトコスト_計画時,303百万円,303百万円,JPY,1.0,"[{'num': 303.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 303000000.0}]",[],303000000.0,303000000,303000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0605044_4_f.pdf,8.481442628502306,-0.6891039157676369,False,,
1026,1026,プロジェクトコスト_計画時,348百万円,348百万円,JPY,1.0,"[{'num': 348.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 348000000.0}]",[],348000000.0,348000000,348000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0605044_4_f.pdf,8.54157924394658,-0.588867660388343,False,,
1027,1027,プロジェクトコスト_計画時,330百万円,330百万円,JPY,1.0,"[{'num': 330.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 330000000.0}]",[],330000000.0,330000000,330000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0702477_4_f.pdf,8.518513939877888,-0.6273131181506431,False,,
1028,1028,プロジェクトコスト_計画時,560百万円,560百万円,JPY,1.0,"[{'num': 560.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 560000000.0}]",[],560000000.0,560000000,560000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0702477_4_f.pdf,8.7481880270062,-0.2444902691871438,False,,
1029,1029,プロジェクトコスト_計画時,2億円,2億円,JPY,1.0,"[{'num': 2.0, 'unit': '億', 'factor': 100000000.0, 'value': 200000000.0}]",[],200000000.0,200000000,200000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0605039_4_f.pdf,8.301029995663981,-0.9898173264781265,False,,
1030,1030,プロジェクトコスト_計画時,280百万円,280百万円,JPY,1.0,"[{'num': 280.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 280000000.0}]",[],280000000.0,280000000,280000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0605059_4_f.pdf,8.44715803134222,-0.7462497928863627,False,,
1031,1031,プロジェクトコスト_計画時,340百万円,340百万円,JPY,1.0,"[{'num': 340.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 340000000.0}]",[],340000000.0,340000000,340000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0605059_4_f.pdf,8.531478917042255,-0.6057029767678366,False,,
1032,1032,プロジェクトコスト_計画時,568百万円,568百万円,JPY,1.0,"[{'num': 568.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 568000000.0}]",[],568000000.0,568000000,568000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_0605057_4_f.pdf,8.754348335711018,-0.23422221083385028,False,,
1033,1033,プロジェクトコスト_計画時,340百万円,340百万円,JPY,1.0,"[{'num': 340.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 340000000.0}]",[],340000000.0,340000000,340000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0605042_4_f.pdf,8.531478917042255,-0.6057029767678366,False,,
1034,1034,プロジェクトコスト_計画時,334百万円,334百万円,JPY,1.0,"[{'num': 334.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 334000000.0}]",[],334000000.0,334000000,334000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0605045_4_f.pdf,8.523746466811565,-0.6185914948579412,False,,
1035,1035,プロジェクトコスト_計画時,370百万円,370百万円,JPY,1.0,"[{'num': 370.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 370000000.0}]",[],370000000.0,370000000,370000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0605038_4_f.pdf,8.568201724066995,-0.5444930693598075,False,,
1036,1036,プロジェクトコスト_計画時,400百万円,400百万円,JPY,1.0,"[{'num': 400.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 400000000.0}]",[],400000000.0,400000000,400000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0605038_4_f.pdf,8.602059991327963,-0.4880578027789076,False,,
1037,1037,プロジェクトコスト_計画時,"2億2,718万円","2億2,718万円",JPY,1.0,"[{'num': 2.0, 'unit': '億', 'factor': 100000000.0, 'value': 200000000.0}, {'num': 2718.0, 'unit': '万円', 'factor': 10000.0, 'value': 27180000.0}]",[],227180000.0,227180000,227180000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0605019_4_f.pdf,8.356370095208163,-0.8975759472510846,False,,
1038,1038,プロジェクトコスト_計画時,400百万円,400百万円,JPY,1.0,"[{'num': 400.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 400000000.0}]",[],400000000.0,400000000,400000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1200316_4_f.pdf,8.602059991327963,-0.4880578027789076,False,,
1039,1039,プロジェクトコスト_計画時,370百万円,370百万円,JPY,1.0,"[{'num': 370.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 370000000.0}]",[],370000000.0,370000000,370000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2024_1400502_4_f.pdf,8.568201724066995,-0.5444930693598075,False,,
1040,1040,プロジェクトコスト_計画時,384百万円,384百万円,JPY,1.0,"[{'num': 384.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 384000000.0}]",[],384000000.0,384000000,384000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1300216_4_f.pdf,8.584331224367531,-0.5176082721473153,False,,
1041,1041,プロジェクトコスト_計画時,200百万円,200百万円,JPY,1.0,"[{'num': 200.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 200000000.0}]",[],200000000.0,200000000,200000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2024_201403082_4_f.pdf,8.301029995663981,-0.9898173264781265,False,,
1042,1042,プロジェクトコスト_計画時,413百万円,413百万円,JPY,1.0,"[{'num': 413.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 413000000.0}]",[],413000000.0,413000000,413000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1000679_4_f.pdf,8.615950051656402,-0.4649057243982185,False,,
1043,1043,プロジェクトコスト_計画時,520百万円,520百万円,JPY,1.0,"[{'num': 520.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 520000000.0}]",[],520000000.0,520000000,520000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1000631_4_f.pdf,8.7160033436348,-0.29813599098049764,False,,
1044,1044,プロジェクトコスト_計画時,497百万円,497百万円,JPY,1.0,"[{'num': 497.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 497000000.0}]",[],497000000.0,497000000,497000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0900993_4_f.pdf,8.696356388733331,-0.3308837133852259,False,,
1045,1045,プロジェクトコスト_計画時,360百万円,360百万円,JPY,1.0,"[{'num': 360.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 360000000.0}]",[],360000000.0,360000000,360000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0900996_4_f.pdf,8.556302500767288,-0.5643268025467032,False,,
1046,1046,プロジェクトコスト_計画時,361百万円,361百万円,JPY,1.0,"[{'num': 361.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 361000000.0}]",[],361000000.0,361000000,361000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_0800872_4_f.pdf,8.557507201905658,-0.5623187957762976,False,,
1047,1047,プロジェクトコスト_計画時,565百万円,565百万円,JPY,1.0,"[{'num': 565.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 565000000.0}]",[],565000000.0,565000000,565000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0800878_4_f.pdf,8.752048447819439,-0.2380556848054233,False,,
1048,1048,プロジェクトコスト_計画時,196百万円,196百万円,JPY,1.0,"[{'num': 196.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 196000000.0}]",[],196000000.0,196000000,196000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1500315_4_f.pdf,8.292256071356476,-1.004441782993818,False,,
1049,1049,プロジェクトコスト_計画時,198百万円,198百万円,JPY,1.0,"[{'num': 198.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 198000000.0}]",[],198000000.0,198000000,198000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1500315_4_f.pdf,8.296665190261532,-0.9970926236621901,False,,
1050,1050,プロジェクトコスト_計画時,196百万円,196百万円,JPY,1.0,"[{'num': 196.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 196000000.0}]",[],196000000.0,196000000,196000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1300518_4_f.pdf,8.292256071356476,-1.004441782993818,False,,
1051,1051,プロジェクトコスト_計画時,198百万円,198百万円,JPY,1.0,"[{'num': 198.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 198000000.0}]",[],198000000.0,198000000,198000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1300518_4_f.pdf,8.296665190261532,-0.9970926236621901,False,,
